,alpha_wave,beta_wave,theta_wave,delta_wave,gamma_wave,attention,hrv,hr,coherence,SP ratio,BM,sleep,eda,temperature
2023-10-13 14:40:20,98.71021875,98.64965312499999,90.164284375,80.40786875,85.59975625,39.59375,12.357142857142858,86.78571428571429,0.0,1.0941100881443113,0.0,,14.82,
2023-10-13 14:40:30,99.640884375,98.74086249999999,90.885625,82.33421874999999,93.99170000000001,72.28125,17.214285714285715,89.28571428571429,0.0,1.0864299222236737,0.0,,14.8,
2023-10-13 14:40:40,100.40238787878788,98.75781818181818,91.04120909090909,82.70778484848485,98.87701212121213,77.87878787878788,21.285714285714285,87.64285714285714,0.0,1.0847595189910504,0.0,,14.77,
2023-10-13 14:40:50,100.632975,99.82795,90.39790625,81.708928125,97.4776375,77.6875,21.142857142857142,83.85714285714286,0.0,1.1043170593345462,0.0,,14.74,
2023-10-13 14:41:00,100.9220875,101.00693125000001,90.66680625000001,81.9028625,95.22811250000001,77.5,21.428571428571427,82.71428571428571,0.0,1.1140453207482424,0.0,,14.72,
2023-10-13 14:41:10,101.03739375,101.80211875,91.44932187500001,82.7146625,92.191434375,70.03125,25.5,77.64285714285714,0.0,1.1132080223530907,0.0,,14.67,
2023-10-13 14:41:20,101.03264242424241,102.04348484848487,91.27566363636363,81.62266363636364,89.88677272727273,59.54545454545455,40.142857142857146,74.21428571428571,0.0,1.1179703415252016,0.0,,14.62,
2023-10-13 14:41:30,101.464340625,101.882528125,90.02485312499999,80.32239687500001,90.45774374999999,56.875,47.857142857142854,78.85714285714286,0.0,1.1317155717381238,0.0,,14.58,
2023-10-13 14:41:40,101.64870937500001,101.437953125,90.281059375,80.821471875,92.6612875,77.59375,43.733333333333334,79.6,0.0,1.1235795617290851,0.0,,14.53,
2023-10-13 14:41:50,101.638253125,101.01685312500001,91.829309375,82.744340625,94.98085,70.96875,35.642857142857146,79.64285714285714,0.0,1.1000502324642472,0.0,,14.48,
2023-10-13 14:42:00,101.02788484848485,100.61271515151515,92.15917575757575,83.37578484848486,95.4253212121212,73.54545454545455,37.714285714285715,92.0,0.0,1.0917275933128612,0.0,,14.43,
2023-10-13 14:42:10,100.258103125,100.067190625,91.562315625,82.396071875,93.579215625,73.4375,54.714285714285715,93.07142857142857,0.0,1.0928861938663972,0.0,,14.34,
2023-10-13 14:42:20,99.963384375,100.45011875,90.901546875,80.79954687499999,90.579653125,58.75,59.714285714285715,83.78571428571429,0.0,1.10504300755333,0.0,,14.25,
2023-10-13 14:42:30,100.64389090909093,100.7288818181818,91.01366363636365,81.49889090909092,91.59395454545455,68.24242424242425,55.285714285714285,76.71428571428571,0.0,1.106744611673192,0.0,,14.16,
2023-10-13 14:42:40,100.672990625,100.270609375,90.98682812499999,81.973684375,95.292265625,71.8125,55.57142857142857,76.42857142857143,0.0,1.1020343432265352,0.0,,14.06,
2023-10-13 14:42:50,100.618865625,100.017009375,90.78868125,81.7364625,97.6463125,70.03125,56.92857142857143,86.14285714285714,0.0,1.1016462404557728,0.0,,13.97,
2023-10-13 14:43:00,100.608196875,100.40203125000001,90.985978125,81.716125,97.9423125,80.5625,56.5,89.92857142857143,0.0,1.1034890575343805,0.0,,13.88,
